,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),매출채권 대 상,제품비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),상품,제품회전률(IFRS연결),원,부재료회전률(IFRS연결),재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원).1,총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결)
29,(주)HJ중공업,097230,2013,1.49,-3.21,0.0,-29.96,-9.66,22.63,168.88,-4.44,-0.78,0.0,0.0,0.0,,,,,2.57,-2.75,-7.52,-0.77,-1.05,-2.87,-4.15,-11.28,-1.28,-3.51,-23.67,-64.3,97.43,102.75,-7.42,-5.49,6.21,0.99,0.12,0.0,-0.5,109.82,9.73,5.98,0.95,5.46,3.66,5.1,31.11,3.17,4.65,4.69,373.02,,,75.92,,,,39241.14,-2931.0,-4985.5,,-1079.4,41.73,21.58,71.61,32.72,58.27,24.52,75.48,472.61,237.61,114.59,84.9,66.58,17.98,37.79,0.0,99.6,3166.62,37.94,307.77,200.42,65.15,107.35,0.0,-7.42,56.46,230.21,-0.4,19.36,3.74,100.09,162.2,224.31,-4.02,-5.38,-3.04,-8.02,-0.44,0.38,0.47,1.51,8.6,0.51,10.62,34.37,1.0,1.19,6.13,59.57,228.06,7.86,59.46,10.82,33.75,0.62,0.89,0.47,0.16,0.02,358044.0,,,,,,,,,5.36,12.86,109.23,14.16,78.13,21.87,-53.12,358044.0,-257139.0,279734.0,157083.0,45626.0,27448.0,105292.0,,5.36,109.23,14.16,,,,
30,(주)HJ중공업,097230,2014,-3.19,-3.73,0.0,-26.98,-1.84,-5.07,8.98,-3.88,-0.36,0.0,0.0,0.0,,,,,-0.67,-5.75,-11.9,-2.05,-2.2,-4.56,-9.03,-18.64,-2.62,-5.42,-33.8,-69.78,100.67,105.75,-6.93,-6.58,6.13,-0.21,0.13,0.0,-2.21,111.06,9.48,0.54,1.21,5.23,3.32,4.96,37.77,3.11,4.81,4.58,207.99,,,60.74,,,,30961.17,-3674.0,-2927.86,,-1781.12,40.92,24.77,69.26,30.78,59.08,24.31,75.69,307.71,243.01,105.39,93.12,70.06,12.33,42.22,0.0,94.56,628.37,44.65,311.31,180.73,50.54,130.59,0.0,-3.02,52.96,217.82,-0.88,16.43,2.08,107.85,153.1,213.69,-5.71,-8.17,-4.33,-11.1,-0.94,0.38,0.46,1.57,5.88,0.51,9.67,37.73,0.93,1.21,4.01,91.07,98.36,4.99,100.53,10.0,36.52,0.65,0.91,0.44,0.23,0.01,291365.0,,,,,,,,,4.5,11.0,96.65,11.56,96.22,3.78,-102.9,291365.0,-319669.0,280340.0,154517.0,42307.0,35824.0,98046.0,,4.5,96.65,11.56,,,,
31,(주)HJ중공업,097230,2015,-8.59,1.18,0.0,-58.21,-8.83,-8.24,33.26,-12.99,23.61,0.0,0.0,0.0,,,,,3.56,-2.55,-8.38,-1.09,-1.28,-4.21,-5.4,-17.73,-1.5,-4.92,-15.52,-51.01,96.44,102.55,-7.64,-5.23,4.7,-0.29,0.09,0.0,-1.85,108.33,8.07,0.63,0.75,4.18,2.89,5.22,43.72,3.1,5.19,4.89,168.02,,,50.39,,,,30457.72,-2551.0,2517.85,,-775.94,41.08,35.97,69.71,26.3,58.92,23.14,76.86,267.74,254.65,140.28,70.83,45.35,4.75,20.96,0.0,51.9,39993.67,40.38,332.17,250.64,74.48,81.53,0.0,-16.92,51.58,222.9,-0.5,14.52,1.68,81.48,117.28,167.5,0.21,0.31,0.16,0.31,-0.54,0.5,0.59,2.12,6.09,0.66,9.65,37.83,1.23,1.76,4.07,89.61,139.95,5.12,0.0,13.54,26.95,0.85,1.15,0.55,0.13,0.01,292787.0,,,,,,,,,4.95,10.88,96.95,9.4,96.68,3.32,-89.12,292787.0,-317241.0,283054.0,146576.0,52543.0,26448.0,101407.0,,4.95,96.95,9.4,,,,
32,(주)HJ중공업,097230,2016,-11.13,-12.12,0.0,-47.93,-17.24,-2.36,-22.77,-34.57,-9.7,0.0,0.0,0.0,,,,,2.12,-2.82,-11.89,-1.21,-1.42,-5.99,-7.01,-29.53,-1.63,-6.87,-15.23,-64.21,97.88,102.82,-9.21,-2.74,4.42,0.34,0.05,0.0,-3.76,110.46,8.62,0.3,0.65,3.81,2.5,4.47,64.16,2.79,4.33,4.39,69.23,,,21.42,,,,27042.57,-3216.0,-353.38,,-762.45,45.13,28.45,82.25,32.29,54.87,17.03,82.97,168.96,322.2,110.11,89.96,64.36,5.26,19.99,0.0,46.24,435229.03,43.23,487.19,294.57,53.65,192.63,0.0,-5.04,59.62,350.07,-0.58,6.97,0.69,85.34,113.2,160.66,2.53,3.52,2.1,3.92,-0.64,0.5,0.58,2.49,5.4,0.63,8.73,41.82,1.17,1.73,3.63,100.48,11506.22,4.47,0.0,17.69,20.63,0.88,1.09,0.52,0.08,0.01,221273.0,,,,,,,,,4.21,9.42,89.18,7.87,127.06,-27.06,-151.15,221273.0,-338330.0,281156.0,124253.0,51377.0,21183.0,81634.0,,4.21,89.18,7.87,,,,
33,(주)HJ중공업,097230,2017,-19.97,-25.45,0.0,-37.93,-19.82,-20.15,5.11,-35.5,-12.83,0.0,0.0,0.0,,,,,0.87,-4.76,-11.34,-2.29,-2.47,-5.87,-15.85,-37.73,-2.82,-6.71,-22.01,-52.43,99.13,104.76,-6.51,-5.31,4.05,-1.08,0.02,0.0,-3.78,109.86,7.38,0.35,0.77,3.56,3.07,5.57,72.25,2.49,4.35,3.84,9.25,,,-9.28,,,,23123.58,-2622.0,3634.62,,-1100.33,45.03,37.46,81.91,28.16,54.97,13.72,86.28,108.99,400.64,263.61,56.89,35.58,4.37,18.41,0.0,46.74,62204.29,39.39,628.81,576.82,96.67,51.98,0.0,-34.12,58.98,429.87,-1.08,1.15,0.09,86.99,105.96,153.68,4.8,7.03,4.14,7.11,-1.17,0.52,0.59,3.33,4.62,0.61,8.59,42.51,1.15,1.7,3.54,103.04,20351.15,4.19,0.0,18.47,19.76,0.94,1.17,0.48,0.07,0.01,171765.0,,,,,,,,,4.08,9.62,88.72,7.0,119.69,-19.69,-161.84,171765.0,-276333.0,205593.0,99335.0,36130.0,21365.0,85674.0,,4.08,88.72,7.0,,,,
34,(주)HJ중공업,097230,2018,-35.02,-64.36,0.0,-0.93,-56.21,-9.15,-26.83,-222.45,-30.76,0.0,0.0,0.0,,,,,8.29,3.63,-75.6,2.05,1.78,-36.99,0.0,0.0,2.11,-43.93,11.63,-242.11,91.71,96.37,-4.13,-1.54,5.33,0.05,0.03,-155.14,-34.38,100.46,9.99,0.35,0.88,4.97,0.0,0.0,144.73,2.56,5.98,4.82,-233.19,,,0.0,,,,16009.7,0.0,3962.14,,581.56,62.95,30.17,169.93,43.96,37.05,-25.91,125.91,-133.46,0.0,170.64,80.41,56.15,10.7,21.12,0.0,55.46,0.0,38.09,0.0,0.0,34.67,0.0,0.0,-15.34,61.15,0.0,0.62,-45.25,-2.33,106.46,97.92,122.24,11.7,24.1,14.74,23.73,0.68,0.49,0.58,0.0,3.2,0.48,7.12,51.3,0.94,1.42,2.76,132.07,16170.18,3.23,0.0,14.13,25.83,1.02,1.4,0.37,0.1,0.01,390449.0,,,,,,,,,14.28,61.34,1195.57,23.0,46.6,53.4,-328.76,390449.0,-8407.0,181945.0,90476.0,26996.0,15950.0,0.0,,14.28,1195.57,23.0,,,,
35,(주)HJ중공업,097230,2019,-9.64,-3.7,0.0,-4.61,15.5,-24.43,-29.94,0.0,-4.07,35.93,0.0,0.0,,,,,10.9,5.15,18.8,3.87,3.22,11.77,0.0,0.0,4.01,14.63,17.71,64.6,89.1,94.85,-6.51,-7.45,6.41,-0.23,0.03,304.99,15.78,101.33,10.17,0.34,2.33,6.16,1.26,15.83,141.84,3.68,10.86,8.7,-40.79,,,-94.59,,,,18223.9,5185.0,1744.73,,938.06,52.65,27.97,111.19,37.92,47.35,9.92,90.08,58.86,477.43,187.15,70.48,50.77,6.64,40.53,0.0,88.36,0.0,45.88,908.28,753.17,83.86,155.11,0.0,-22.05,45.25,456.22,0.69,-6.88,-0.41,92.75,67.0,129.55,12.95,25.77,11.66,17.69,0.8,0.63,0.78,0.0,3.44,0.57,8.93,40.86,1.08,1.52,3.69,98.93,0.0,4.31,0.0,12.67,28.81,1.49,2.6,0.46,0.13,0.01,333185.0,,,,,,,,,13.49,54.33,1206.67,20.46,51.68,48.32,91.89,333185.0,-22227.0,172176.0,104388.0,18095.0,39467.0,21286.0,,13.49,1206.67,20.46,,,,
81,(주)STX,011810,2011,-14.09,-43.6,0.0,-0.04,-0.03,-37.48,-26.6,28.79,47.5,162.45,1.24,-2.54,,,,,7.57,3.93,3.73,4.47,4.14,3.93,13.26,14.56,6.3,5.97,170.62,160.75,92.43,96.07,-1.39,-1.76,2.05,-0.2,0.31,34.56,6.08,97.59,2.31,0.0,0.15,2.0,1.16,4.59,21.32,3.14,5.54,5.39,1050.65,,,83.08,,,,99556.2,4089.0,930.9,,3913.85,27.33,22.04,37.61,21.31,72.67,36.6,63.4,1139.62,198.53,119.15,70.06,54.61,11.42,172.67,0.0,152.08,246.67,113.54,173.19,106.57,57.95,66.62,0.0,-11.68,48.6,132.78,1.66,34.05,11.88,31.15,63.75,49.88,-0.52,-0.67,-0.33,-0.29,1.92,1.05,1.6,3.37,43.4,1.53,13.95,26.16,3.21,4.01,16.02,22.78,26.1,84.11,477.97,14.36,25.41,1.57,5.26,1.39,0.06,0.05,524043.0,,,,,,,,,10.01,66.29,164.13,8.78,26.96,73.04,42.43,524043.0,151483.0,141304.0,122233.0,28763.0,9223.0,71037.0,,10.01,164.13,8.78,,,,
82,(주)STX,011810,2012,-3.19,27.63,0.0,-0.58,-5.81,3.76,-42.09,-34.6,3.22,0.0,0.0,-348.02,,,,,-3.15,-6.67,-7.97,-7.55,-7.98,-9.53,-24.01,-35.59,-13.71,-16.39,-272.85,-334.17,103.15,106.67,-1.78,-1.48,1.78,0.5,0.17,0.0,-7.4,108.17,2.38,0.0,0.13,1.59,0.97,5.49,25.83,3.19,4.67,4.91,655.36,,,82.22,,,,101994.13,-8599.0,4150.0,,-6802.16,29.29,12.3,41.43,25.69,70.71,29.73,70.27,739.76,237.8,132.51,62.81,55.08,12.95,317.78,0.0,172.8,540.89,183.9,236.31,156.85,63.73,79.46,0.0,-17.35,55.63,187.1,-3.12,27.22,9.13,23.66,59.96,48.94,4.3,5.44,3.02,2.49,-3.74,1.2,2.06,3.6,40.91,1.79,17.76,20.55,4.23,5.1,24.74,14.75,37.56,320.05,568.93,10.95,33.32,1.67,6.61,1.68,0.06,0.04,-139686.0,,,,,,,,,-2.76,-16.56,-43.1,-2.27,0.0,0.0,0.0,-139686.0,-520202.0,163958.0,109712.0,30773.0,9202.0,66871.0,,-2.76,-43.1,-2.27,,,,
83,(주)STX,011810,2013,-73.5,-79.37,0.0,-0.59,-84.68,-46.53,-48.48,-145.6,-60.24,0.0,0.0,0.0,,,,,-28.23,-39.27,-65.14,-29.51,-30.01,-49.79,0.0,-521.17,-47.13,-78.2,-630.74,-1039.34,128.23,139.27,-21.84,-7.92,3.01,0.04,0.2,0.0,-47.49,148.06,2.79,0.0,0.11,1.6,0.58,3.76,50.22,2.73,6.29,4.23,-416.07,,,0.0,,,,39841.76,-26644.0,2127.24,,-15644.17,59.11,11.85,144.58,52.11,40.89,0.0,137.96,-331.39,0.0,0.0,62.06,54.71,5.09,270.05,0.0,127.51,501.91,211.78,0.0,0.0,62.47,0.0,0.0,-36.13,106.44,0.0,-10.71,0.0,0.0,46.5,84.34,43.54,10.3,13.35,14.21,7.79,-13.03,0.76,1.2,0.0,16.06,0.91,9.16,39.86,2.15,2.45,17.71,20.61,31.03,202.16,156.02,5.87,62.16,1.19,3.89,0.83,0.07,0.02,-1245149.0,,,,,,,,,-92.75,-577.77,-1841.96,-50.83,0.0,0.0,0.0,-1245149.0,-1496671.0,128770.0,73826.0,17162.0,4881.0,26883.0,,-92.75,-1841.96,-50.83,,,,
84,(주)STX,011810,2014,-6.52,-49.85,0.0,-12.25,-34.16,12.6,120.72,0.0,-33.27,0.0,0.0,0.0,,,,,7.42,2.18,23.28,3.6,2.75,29.3,0.0,0.0,3.38,36.02,31.23,332.98,92.58,97.82,19.96,21.36,2.19,-0.88,0.01,1.66,32.06,83.56,4.75,0.0,0.12,1.94,0.5,5.08,36.97,2.37,5.26,4.04,25.29,,,21.83,,,,7247.4,15611.0,-337.39,,158.24,71.2,23.24,247.27,54.66,28.8,7.46,92.54,125.29,385.85,77.5,113.3,86.97,14.11,111.33,197.92,180.51,259.54,61.68,1239.93,842.07,62.02,397.86,355.19,8.36,70.99,951.28,0.76,1.51,0.25,51.61,27.84,64.04,2.35,3.07,2.18,1.67,1.0,1.26,1.55,0.0,14.3,1.08,9.99,36.54,1.94,2.36,10.84,33.69,23.4,427.91,170.14,6.74,54.17,3.59,10.1,0.87,0.13,0.02,505161.0,,,,,,,,,40.25,467.4,332342.76,30.9,17.28,82.72,75.34,505161.0,361948.0,87303.0,35755.0,8679.0,2298.0,9178.0,,40.25,332342.76,30.9,,,,
85,(주)STX,011810,2015,0.97,-5.9,0.0,-53.74,1.03,0.95,52.33,-22.76,-0.23,0.0,0.0,-105.88,,,,,2.74,-2.1,-3.0,-1.85,-2.71,-3.88,-41.17,-59.01,-3.17,-4.54,-45.68,-65.48,97.26,102.1,-1.48,-1.94,1.82,-1.09,0.02,0.0,-1.52,103.24,4.89,0.0,0.12,1.6,0.44,7.37,45.4,2.53,4.51,4.53,-3.22,,,-38.58,,,,54621.31,-1642.0,-534.21,,-1144.46,71.19,35.06,247.08,46.23,28.81,5.71,94.29,96.66,504.69,91.15,104.09,67.59,8.89,49.88,892.68,93.87,68.29,53.14,1651.71,1198.04,68.25,453.67,926.22,2.8,71.15,1246.41,-0.84,-0.19,-0.03,55.06,22.27,67.99,-3.85,-5.1,-3.63,-2.82,-1.15,1.29,1.51,19.65,21.8,1.38,11.01,33.14,1.82,2.56,6.23,58.63,10.19,16556.62,0.0,8.39,43.53,4.49,15.55,0.95,0.28,0.01,79567.0,,,,,,,,,6.28,78.33,102008.97,4.88,114.02,-14.02,-61.56,79567.0,-58278.0,90723.0,29762.0,6852.0,2309.0,8198.0,,6.28,102008.97,4.88,,,,
86,(주)STX,011810,2016,-44.15,-27.52,0.0,-5.08,-39.37,-46.09,-28.51,-556.99,5.48,0.0,0.0,0.0,,,,,4.93,-1.99,-26.59,-3.03,-3.46,-46.33,0.0,0.0,-3.96,-53.01,-35.35,-473.26,95.07,101.99,-24.63,-10.33,1.93,-0.91,0.0,0.0,-42.96,124.81,2.82,0.0,0.06,1.44,0.3,7.47,0.0,2.98,4.74,4.43,-378.97,,,0.0,,,,54931.92,-14597.0,1846.86,,-1091.16,68.72,46.5,219.71,36.77,31.28,-46.71,146.71,-279.05,0.0,0.0,49.89,26.7,4.89,44.57,0.0,107.47,57.83,41.47,0.0,0.0,96.09,0.0,0.0,-69.01,111.76,0.0,-0.91,-63.44,-3.79,40.36,17.05,35.88,2.02,2.65,2.96,1.22,-1.03,1.74,1.99,0.0,17.8,1.54,13.14,27.78,2.48,4.07,6.34,57.55,8.49,23726.25,0.0,13.31,27.43,5.87,19.61,1.07,0.15,0.02,-345167.0,,,,,,,,,-48.77,-469.74,-1045960.61,-20.07,0.0,0.0,0.0,-345167.0,-457898.0,64933.0,33279.0,6134.0,1478.0,6907.0,,-48.77,-1045960.61,-20.07,,,,
87,(주)STX,011810,2017,-11.33,-4.01,0.0,-99.73,-31.44,-2.17,-19.68,0.0,4.87,0.0,0.0,0.0,,,,,4.73,2.44,18.54,6.97,6.6,50.09,0.0,0.0,7.5,56.93,52.98,402.13,95.27,97.56,16.11,17.2,1.07,1.44,0.01,0.35,52.98,85.37,2.69,0.0,0.05,0.99,0.16,4.11,68.8,2.38,6.27,3.83,-10.51,,,721.51,,,,11346.76,20985.0,630.88,,277.1,75.82,38.17,313.52,46.88,24.18,6.78,93.22,88.97,356.57,206.3,85.88,53.1,17.24,58.21,0.0,90.72,73.2,64.17,1374.49,1301.65,94.45,72.84,0.0,-12.46,55.54,818.95,2.02,-0.8,-0.11,26.67,10.34,30.91,13.52,22.68,12.6,4.38,2.28,2.7,3.07,0.0,21.69,2.22,17.15,21.28,3.75,6.51,8.85,41.25,11.32,33098.68,0.0,17.47,20.89,9.67,24.97,1.45,0.11,0.02,416114.0,,,,,,,,,66.31,591.1,1066958.97,23.07,12.61,87.39,80.36,416114.0,334626.0,52472.0,19330.0,5718.0,938.0,3030.0,,66.31,1066958.97,23.07,,,,
88,(주)STX,011810,2018,-11.71,4.93,0.0,10.53,-13.55,-11.12,-28.74,49.97,-16.68,-133.55,-97.28,-96.34,,,,,1.33,-0.98,0.61,-2.09,-2.5,1.54,-27.73,17.12,-2.74,1.69,-30.42,18.75,98.67,100.98,1.63,0.76,0.72,-0.28,0.01,12.91,3.36,99.39,3.4,0.0,0.04,0.67,0.18,4.14,64.23,2.0,3.98,3.88,29.93,,,498.0,,,,78552.83,471.0,-2514.66,,-772.37,76.32,30.61,322.3,52.96,23.68,11.56,88.44,129.42,204.91,145.03,91.21,63.3,9.55,99.58,0.0,168.05,131.18,59.25,765.34,724.06,93.18,41.29,0.0,-7.35,59.84,517.79,-1.12,2.7,0.3,29.9,9.41,34.57,5.32,7.87,4.71,1.74,-1.37,2.54,2.79,28.2,30.94,2.8,15.56,23.46,3.34,5.12,9.66,37.77,12.39,30363.33,0.0,12.81,28.49,10.62,20.73,1.57,0.14,0.02,83521.0,,,,,,,,,15.07,112.51,232002.78,5.56,65.19,34.81,10.9,83521.0,9775.0,54450.0,10751.0,4914.0,682.0,2949.0,,15.07,232002.78,5.56,,,,
89,(주)STX,011810,2019,1.09,21.6,0.0,0.0,32.4,-8.62,-8.22,-11.47,-2.12,0.0,-460.27,-363.3,,,,,3.16,0.12,-2.26,0.87,0.31,-5.96,2.91,-54.53,0.34,-6.49,3.54,-66.53,96.84,99.88,-2.36,-1.58,0.85,-0.32,0.01,0.0,-3.72,102.13,3.9,0.0,0.05,0.79,0.35,6.84,56.89,2.52,4.7,4.71,15.08,,,504.42,,,,74576.54,-1664.0,26.77,,88.61,68.99,30.74,222.45,47.78,31.01,10.05,89.95,114.58,308.59,144.39,87.86,60.85,9.1,118.61,0.0,137.76,157.72,86.1,895.02,781.31,86.56,113.71,0.0,-9.53,59.3,590.05,0.11,1.29,0.15,27.5,10.36,34.25,-4.72,-7.16,-4.25,-1.62,0.14,2.64,2.87,24.45,29.83,2.96,16.44,22.2,3.64,5.24,11.85,30.79,15.69,22290.36,0.0,10.91,33.46,9.65,17.88,1.72,0.16,0.02,51064.0,,,,,,,,,9.12,56.6,30577.25,3.47,120.67,-20.67,-65.05,51064.0,-32919.0,61618.0,12507.0,3440.0,834.0,5584.0,,9.12,30577.25,3.47,,,,
174,(주)경방,000050,2011,1.76,3.05,0.0,-1.19,-0.17,22.46,78.47,-0.58,2.59,-53.86,0.0,-112.48,,,,,25.66,6.37,-0.32,1.68,1.66,-0.08,3.51,-0.18,5.02,-0.26,213.35,-10.69,74.34,95.88,-6.81,-6.87,5.43,-0.44,0.12,105.41,1.33,100.42,6.43,0.0,6.26,5.28,6.18,22.12,78.26,2.66,4.7,4.93,5964.21,,,98.69,,,,167373.25,-539.0,-7042.02,,10667.41,10.25,52.64,11.43,4.86,89.75,46.56,53.44,6054.81,192.73,128.34,34.1,16.15,3.14,42.54,0.0,158.45,201.95,26.85,114.76,64.58,87.12,50.17,0.0,-19.82,30.33,65.14,1.15,45.87,59.64,36.18,348.9,131.35,-0.29,-0.51,-0.15,-0.6,1.17,0.26,0.79,0.55,33.47,0.49,17.81,20.49,2.76,5.04,6.11,59.71,30.02,13.75,95.74,10.88,33.54,0.29,1.15,0.84,0.0,0.01,85127.47,,,,,,,,,6.29,27.71,180.18,24.45,27.06,72.94,-1.33,85127.47,-1510.97,23032.44,18899.63,157.82,22434.43,22114.11,,6.29,180.18,24.45,,,,
175,(주)경방,000050,2012,-1.28,5.06,0.0,-1.86,-0.19,-10.81,-27.52,-1.43,-4.17,-67.31,0.0,0.0,,,,,21.82,2.17,-2.37,0.56,0.54,-0.59,1.16,-1.26,1.62,-1.76,69.75,-76.01,78.18,97.83,-5.26,-7.43,5.93,1.49,0.16,156.12,0.88,102.99,6.74,0.0,6.88,5.58,6.52,21.54,82.15,2.75,4.82,4.85,5878.49,,,98.85,,,,160394.62,-3834.0,8552.43,,3487.47,9.26,42.78,10.21,5.3,90.74,46.49,53.51,5968.33,195.16,103.53,74.98,42.91,6.86,58.71,0.0,149.63,225.8,39.23,115.08,26.57,28.37,88.51,0.0,-3.09,31.11,66.91,0.36,45.79,58.78,39.32,363.44,131.93,0.22,0.38,0.12,0.47,0.37,0.25,0.74,0.53,32.08,0.46,16.53,22.08,2.54,4.89,5.3,68.87,22.9,9.44,91.77,10.74,33.98,0.28,1.05,0.8,0.0,0.01,80728.78,,,,,,,,,6.05,25.84,142.75,24.2,29.55,70.45,-9.8,80728.78,-10281.66,23852.76,19777.92,0.0,24377.83,23086.26,,6.05,142.75,24.2,,,,
176,(주)경방,000050,2013,-2.85,-5.42,0.0,0.23,-1.47,-16.39,-23.99,2.54,4.07,396.72,0.0,0.0,,,,,27.57,10.38,4.2,2.75,2.74,1.11,5.73,2.32,8.41,3.4,315.22,127.65,72.43,89.62,-4.88,-5.43,3.97,0.03,0.07,68.44,2.16,94.61,7.17,0.0,8.07,4.11,7.51,22.23,86.02,2.01,3.82,3.57,5007.39,,,98.4,,,,139307.34,5865.0,20525.17,,14457.48,7.97,38.89,8.66,4.87,92.03,49.07,50.93,5107.39,187.54,102.74,76.48,46.74,8.11,83.72,0.0,165.35,312.23,50.63,103.79,21.25,24.67,82.54,0.0,-2.45,28.17,57.41,2.58,48.11,50.07,32.7,346.34,120.03,5.22,9.43,2.66,9.93,2.61,0.26,0.81,0.55,30.37,0.51,16.89,21.61,3.06,5.18,7.46,48.95,28.3,11.19,106.69,10.73,34.02,0.29,1.1,1.32,0.77,0.02,109135.73,,,,,,,,,8.41,35.66,202.62,31.43,22.06,77.94,13.35,109135.73,19103.06,24075.36,13789.08,0.0,27077.45,25216.83,,8.41,202.62,31.43,,,,
