,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,총자본증가율,유형자산증가율,비유동자산(백만원),재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,종업원수증가율,자산대비_장기금융부채비율,투자활동현금흐름증감률_여부,직원증감률_여부,매출원가증감률_여부,자산매각_여부,배당금증감률_여부,자본증가률_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,KZ지수,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
20,(주)영풍,000670,2018,1,-9.39,422412.01,3549.9,0.26,1.56,-2.12,0.97,3.69,1.9,1202.17,99.74,103.67,0.11,0.12,1.05,5.66,0.11,0.28,3.94,3.82,12614.33,29.12,40.36,41.09,74.28,25.72,12081.02,193.67,26.76,54.84,56.91,14.09,6.23,8.39,0.62,0.85,277.41,2.33,9.03,3.43,5.37,8.37,0.89,2.75,1.37,2.8,0.97,47.06,1189819.0,29351.0,111.0,3.07,37295.0,74.28426621495089,-1.7108756325020988,-6.189034161967462,3346502.0,-6.557761148112457,-20.286287038332325,-20.22690816152575,-80.36653674951548,0.0,0.007898884117153827,0,1,1,1,0,1,1,0,1,1,1,0.009319372946609669,-316948756075.79877,-2665437607.6466174,69140415708.21399,0.1172241339081459,1,8237.0,0.0007114045987217,8074.0,0.0007471902006949
21,보해양조(주),000890,2016,0,-3.86,28774.95,1215.81,37.96,-6.28,-2.6,-3.32,-7.13,-3.64,-15.24,62.04,105.22,-1.31,1.05,-2.76,19.74,0.96,1.04,2.37,2.86,107.45,34.75,69.68,53.25,45.41,54.59,207.45,83.46,1.01,30.36,11.09,-6.89,30.1,66.27,0.53,1.14,2.44,0.99,12.33,3.78,2.17,6.86,0.86,0.99,0.66,5.91,0.0,0.0,-11946.0,0.0,0.0,1.32,20054.0,43.0062538320049,-6.677560959979494,12.186164894100536,142850.0,-28.736085299694018,-15.254876186425934,-6.679807094215249,-182.09715773978033,2.307692307692308,0.09836419374616799,0,1,1,1,1,1,1,0,1,1,0,0.08246388720810738,-10290423603.006565,6536755364.041423,299154314747.6315,-0.434454140086299,0,-476970.0,-0.0010418313532517,-1839474.0,-0.0038820211002783
22,보해양조(주),000890,2017,0,0.94,33107.46,1300.21,36.03,10.78,1.36,4.91,10.81,5.53,22.36,63.97,97.92,-2.15,1.31,5.51,18.09,1.29,1.09,2.91,3.11,106.32,30.34,47.79,43.56,45.72,54.28,206.32,78.63,0.69,95.62,18.81,-8.24,34.67,75.82,0.46,1.0,2.07,0.84,16.85,3.46,2.35,4.3,0.68,0.8,0.63,5.53,0.0,0.0,-830.0,0.0,0.0,2.15,32789.0,45.7242807233396,6.841446965052116,0.5023659817203604,151731.0,-16.79793483128309,13.593905039975365,-13.812087740863213,-248.02758620689653,-30.576441102756892,0.15053047657960822,0,0,1,1,1,0,1,0,1,1,0,0.1543172596724657,-27022735350.03092,2882069386.32134,-235629810357.49268,-0.5531291456771651,1,10774.0,1.594931159984704e-05,3101646.0,0.0049083915777158
23,(주)유니온,000910,2017,0,0.18,57981.62,2007.11,14.18,1.03,0.29,0.51,3.39,0.69,64.64,85.82,99.74,-1.11,1.11,1.07,19.82,1.02,1.3,3.69,3.69,1922.62,26.05,32.07,35.23,57.62,42.38,1907.35,88.87,2.81,191.24,65.67,-3.26,19.46,33.76,0.5,0.87,23.21,1.18,9.09,2.82,5.97,3.12,0.67,1.06,0.9,15.55,1.83,30.37,96372.0,0.0,0.0,2.37,2925.0,57.62124965593174,121.06877289488736,310.15167225289963,268644.0,162.204180342028,67.46638080686064,96.22263386521942,921.311475409836,-0.8849557522123894,0.00805119735755574,1,1,1,1,1,1,1,0,1,1,1,0.013604434106259208,-328259790036.23944,-3064087957.6257944,8507137848.579549,-0.9715532502801714,1,-14679.0,-3.630076479226208e-05,169687.0,0.0017309074451961
24,(주)유니온,000910,2018,1,-0.26,-18498.31,1348.18,12.86,-28.9,0.22,-18.02,-29.15,-24.16,-487.99,87.14,100.34,-0.65,0.65,-17.62,15.34,0.46,0.86,2.72,3.23,1455.91,36.14,31.77,56.6,48.04,51.96,1440.64,88.8,5.37,178.67,54.27,-4.56,33.59,69.93,0.62,1.17,26.76,1.33,10.7,2.99,6.37,3.45,0.9,1.47,0.96,14.47,1.31,0.0,99706.0,510.0,60.0,4.17,9716.0,48.04064192054277,-15.612441508395266,-32.38033087586864,195776.0,15.969431451347257,-29.64344743906983,15.305373221669546,-3329.9090422685927,0.0,0.03169156500750212,0,1,1,1,0,1,1,0,1,1,1,0.044394624321222174,-162038129832.84464,1914039772.7606587,1025848896762.6866,-0.8142102517305142,0,-13192.0,-0.0002803051370412,-21695.0,-0.0019262413800039
25,신라섬유(주),001000,2015,1,-9.55,-1416.95,242.52,-5.3,-79.14,-7.17,-7.73,-18.72,-15.61,-112.57,105.3,174.22,-7.02,7.02,-7.04,6.34,3.85,1.17,1.45,1.51,450.91,5.33,67.2,8.81,39.69,60.31,550.91,18.23,1.13,8.17,0.0,-48.99,54.82,138.13,0.1,0.24,1.42,0.17,114.17,2.53,1.54,3.33,0.11,0.25,0.23,-27.43,0.0,0.0,-3668.0,0.0,0.0,4.66,500.0,39.6872496365093,-9.17886113132293,-0.3045022837671283,24764.0,-63.13054111892388,-15.497851908011121,-20.973538059457695,-671.7573221757323,-38.88888888888889,0.014836355004302543,0,0,1,1,1,1,1,0,1,1,0,0.0060445402002772325,-11008251206.14903,2382629592.725746,1286721867648.1697,-0.18253568976624593,0,-5.0,-1.3725660986676162e-07,-53487.0,-0.0031462319277356
26,신라섬유(주),001000,2017,1,0.93,2040.75,573.87,30.31,10.23,1.67,1.26,2.94,2.8,16.84,69.69,95.02,-14.36,14.36,3.04,12.98,14.22,3.11,3.6,3.49,480.37,3.82,61.43,8.81,43.86,56.14,580.37,18.23,1.41,0.0,2.08,-42.97,49.81,113.56,0.12,0.29,1.65,0.22,4.92,9.69,4.12,0.56,0.13,0.31,0.22,-21.24,0.0,0.0,-2992.0,0.0,0.0,4.73,3000.0,43.86401842973663,-1.226899541834507,-8.318687756297598,23185.0,-36.53198653198653,3.03473491773309,-20.973538059457695,59.765625,0.0,0.09339393562044705,0,1,1,1,1,1,1,0,1,1,0,0.03718944341649242,-14820184468.435936,-1112477431.0782614,-110160385039.53322,-0.1452039126884195,3,27.0,-1.4590201513359933e-05,81975.0,-0.0012054170885583
27,페이퍼코리아(주),001020,2013,0,0.18,59878.27,16436.14,14.75,-3.73,0.93,-2.28,-9.17,-2.36,-20.22,85.25,98.86,-5.77,6.06,1.42,8.68,5.68,5.04,6.47,6.83,109.18,28.57,32.75,40.0,24.89,75.11,206.67,44.2,1.63,151.32,73.58,-36.07,59.56,239.26,0.61,2.3,5.2,0.83,8.28,3.15,6.3,4.16,0.86,0.93,0.65,5.68,0.0,0.0,2486.0,4811.0,52.0,1.61,27122.0,24.893734821229653,4.264440381320362,5.963949235788628,323830.0,-2.8916159164796924,-8.222598116552543,4.072054581110333,-415.3774173424829,-7.109004739336493,0.059826137594381344,0,1,1,1,1,1,1,0,1,1,0,0.06490155626909498,-10325816572.951065,2338557440.974538,180906931818.7473,-2.8171093539918504,0,-1360918.0,-0.0023713045567204,554100.0,0.0006955852345309
28,페이퍼코리아(주),001020,2014,0,-0.75,41446.54,14426.01,9.88,-9.7,-2.2,-5.08,-18.07,-5.27,-41.54,90.12,104.61,-6.22,5.76,-2.06,8.63,5.08,4.22,6.16,5.94,151.15,33.36,60.73,50.06,32.09,67.91,249.08,55.81,0.89,52.39,32.14,-26.42,49.71,154.9,0.52,1.82,4.27,0.73,7.82,3.27,3.47,4.26,0.76,0.82,0.56,-10.41,0.0,0.0,-22218.0,1963.0,39.0,0.91,12332.0,32.09414870215574,11.306791486433129,2.4478884385317987,336266.0,141.03501119886832,43.50183864250587,-5.737637093983661,140.48066462268815,-2.5510204081632653,0.0244388691375053,0,1,1,1,1,0,1,0,1,1,0,0.02744274723431491,10589979571.743439,414099316.06787455,362389566456.9162,-1.7297694281822409,1,-368662.0,-0.0002389529133958,67622.0,0.0002441611806634
29,금호전기(주),001210,2013,0,-0.35,52813.64,10817.12,11.07,-4.67,-0.45,-3.47,-12.22,-3.96,-61.17,88.93,101.18,-2.8,2.8,-1.39,9.09,2.57,3.38,4.94,5.23,440.41,48.19,44.9,93.02,34.91,65.09,452.72,133.68,17.62,74.72,44.2,12.14,49.66,142.26,0.74,1.92,11.18,1.21,10.77,2.9,3.53,5.41,1.39,1.91,0.95,58.88,0.3,0.0,82980.0,67.0,0.0,3.34,150892.0,34.906340463397875,4.589436481445121,-9.074311956823497,275969.0,11.242677783889675,-14.021548136502357,1.824692593275231,-60.58330422633601,-19.696969696969695,0.2832726958702696,0,1,1,1,0,1,1,0,1,1,1,0.15013897395992734,-131105344896.42148,6675434368.514958,306407575528.2403,-0.49686387186309,0,22148.0,0.0005522576380726,-42675.0,-0.0013659496025156
30,동국제강(주),001230,2013,0,0.4,574662.07,45660.54,6.46,-1.77,1.13,-1.28,-4.87,-1.43,-27.67,93.54,98.79,-1.63,2.65,0.64,4.26,2.53,2.74,3.84,3.9,447.04,41.44,28.88,70.77,28.75,71.25,541.94,91.15,14.42,122.42,83.42,-4.03,57.23,199.06,0.73,2.45,15.89,1.03,7.02,2.42,5.89,5.1,1.26,1.51,0.86,0.4,0.36,0.0,1189819.0,23209.0,6501.0,24.84,908961.0,28.7486395153354,1.361079451135823,0.0,4534285.0,-6.557761148112457,-20.286287038332325,-15.418136129663724,158.48978344393993,2.0,0.1278885371920466,0,1,1,0,0,1,1,0,1,1,1,0.10513609039247596,-212408338581.4308,-48203718.204166114,191911009990.6136,-1.8209609810620246,1,-1541156.0,-0.0030901507684503,1899800.0,0.0040126062200961
31,백광산업(주),001340,2013,0,-6.15,16795.89,5908.08,2.96,-10.27,-7.67,-7.98,-21.55,-8.4,-258.73,97.04,109.94,-1.54,1.54,-6.79,4.08,1.36,1.9,2.34,2.6,951.19,26.44,34.72,35.94,32.48,67.52,1046.02,56.65,6.14,132.59,67.51,-20.23,52.9,162.88,0.78,2.1,25.19,1.23,12.52,4.25,9.35,6.02,1.06,1.09,1.17,10.23,0.0,0.0,23053.0,0.0,0.0,1.3,80689.0,32.4767670658361,3.486990699848257,4.831976866211143,369747.0,28.180833032315427,-19.538139248305608,-4.923202594155724,-3497.502153316107,-0.8620689655172413,0.1605345514665945,0,1,1,1,0,1,1,0,1,1,0,0.18796037419727843,-29292240627.656128,6330815893.404035,465225587398.26794,-2.3379951937432817,0,-22893.0,-9.565335771172955e-05,-142298.0,-0.000669471715362
32,백광산업(주),001340,2014,1,-3.33,23572.18,7162.23,6.38,-10.3,-5.08,-7.14,-23.28,-7.25,-217.62,93.62,107.37,-2.17,2.17,-5.63,4.49,1.95,2.17,2.82,2.78,728.92,23.49,37.27,30.71,28.62,71.38,823.74,43.97,2.2,142.1,45.9,-29.94,57.54,201.07,0.69,2.26,21.13,1.0,13.41,4.31,7.72,5.63,0.92,0.95,0.93,-13.93,0.0,0.0,-11544.0,0.0,0.0,0.7,54509.0,28.6171600557428,-10.628358603895135,-6.848819878539808,343671.0,-14.738462205458369,-21.249471627143357,-62.86995959343498,-13.902902776017239,-1.7391304347826086,0.12134521800688326,0,1,1,1,1,1,1,0,1,1,0,0.13455504522807915,-13588728166.909529,571710971.457365,887806457848.4745,-2.889903809871884,2,-643791.0,-0.0032065218913072,-56752.0,-0.0004382422882901
33,(주)에스지글로벌,001380,2014,0,0.51,15709.3,1431.68,8.34,-1.23,0.41,-0.75,-1.2,-1.39,-7.13,91.66,99.37,-1.64,1.18,-0.03,10.77,1.16,1.92,3.06,3.36,497.03,20.95,61.76,26.5,61.92,38.08,596.77,110.97,5.53,44.25,33.43,2.07,24.28,39.22,0.61,0.97,5.8,1.62,10.68,6.27,2.65,9.47,0.9,2.91,1.12,41.83,0.0,0.0,66243.0,0.0,0.0,0.0,24772.0,61.917945761094316,2.393615667672701,4.084734958073849,159038.0,-60.04635243196783,0.7774577697236426,-11.500449893561768,-164.59869848156183,-1.984126984126984,0.12313106410052489,1,1,1,1,1,1,1,0,1,1,0,0.1745802469401608,-14967157534.774094,7789789445.292535,158407532271.70682,-0.6254960788732535,0,4993.0,1.1582204126339768e-05,-14856.0,-7.949400101520263e-05
34,(주)에스지글로벌,001380,2015,1,-2.56,6056.66,1786.54,6.09,-6.08,-2.29,-3.38,-5.63,-8.49,-32.75,93.91,104.15,-0.36,1.59,-2.5,7.22,1.46,2.21,3.41,3.56,466.06,22.71,58.32,29.38,58.14,41.86,565.8,68.13,7.24,41.21,41.02,-10.62,26.37,45.35,0.56,0.93,5.38,1.39,11.38,6.36,4.24,9.94,0.71,3.1,1.16,40.61,0.0,0.0,59364.0,0.0,0.0,0.23,5132.0,58.13721098514869,0.9757237156036266,-29.473287477621785,157014.0,3.365218393453959,-5.189894757122559,-7.124435847840103,359.1000671591672,-55.06072874493927,0.025262494646733646,1,0,1,1,1,1,1,1,1,1,0,0.012017580318296427,-27818377205.871235,-608800524.6424093,240038180172.32413,-0.35371253432985933,1,705.0,2.4688578676517346e-06,122687.0,0.0004307556012249
35,(주)에스지글로벌,001380,2017,1,-0.99,17646.42,1735.63,5.83,0.24,-0.84,0.17,0.29,0.44,1.61,94.17,101.28,0.75,1.21,1.02,7.21,1.17,2.09,4.75,3.8,474.95,24.42,47.12,32.3,62.87,37.13,552.07,85.16,11.72,71.33,58.65,-4.26,19.85,31.57,0.7,1.18,6.61,1.73,11.49,4.95,5.92,6.86,0.95,5.98,1.2,41.55,0.0,0.0,58927.0,0.0,0.0,0.12,3297.0,62.871615632044175,-6.056827969525513,-8.975329799529712,149215.0,-11.481799049029542,5.425974687845069,1.2986370320099536,-126.45502645502647,25.892857142857146,0.01670085859737102,1,1,1,0,1,0,1,0,1,1,0,0.0,-47656241136.58783,-4893067902.399166,27024015633.66362,-0.13954452551225094,3,6313.0,-0.0001258373249997,282300.0,0.0015997952094234
36,(주)조비,001550,2014,1,0.44,8375.11,1976.09,20.43,-4.11,1.07,-2.74,-7.62,-2.78,-11.49,79.57,98.4,-3.71,3.6,-0.34,10.78,3.48,3.75,4.96,5.06,44.88,50.27,69.77,101.07,34.16,65.84,144.86,93.31,0.93,38.28,10.07,-3.6,47.82,140.0,0.67,1.85,2.79,1.04,21.68,4.53,1.86,5.01,1.35,1.4,0.65,-10.69,0.0,0.0,-3041.0,0.0,0.0,0.0,545.0,34.15843962431842,2.313864756263901,3.180367843523827,41410.0,-1.6403934249528427,-7.4336859235150525,-10.634969774982485,-290.61707523245985,-9.25925925925926,0.006545603036198986,1,1,1,1,1,1,1,0,1,1,0,0.0,-4834028788.780272,-514772646.4996607,176538150397.25226,-0.27990117643183143,1,-8.0,-2.0828485480599202e-07,2137.0,0.000114470870123
37,케이비아이동국실업(주),001620,2014,1,0.3,92406.67,2935.21,7.01,-0.71,1.04,-0.95,-3.79,-1.14,-48.38,92.99,99.72,-0.44,0.44,-0.37,9.62,0.43,0.91,4.44,4.88,1144.6,43.26,12.89,76.25,33.59,66.41,1244.6,85.82,6.85,385.65,348.82,-7.15,27.29,81.25,1.34,3.8,51.06,2.08,6.99,3.64,24.52,6.35,2.33,3.33,1.49,0.34,0.0,0.0,151693.0,140.0,317.0,5.22,52853.0,33.58714322507683,6.4091045840253535,8.786537307875303,292996.0,10.513588208198987,-4.023484622110074,44.52732521770534,-121.42601057631981,5.698005698005698,0.10234954889358382,0,1,1,1,1,1,1,0,1,1,0,0.08931051676765309,-67799280813.84389,-1192975558.7665272,104366176228.62987,-1.9236367644998893,1,-102224.0,-0.0003766334936096,37815.0,0.0007156385870949
38,케이비아이동국실업(주),001620,2017,0,-5.38,70213.11,6290.34,3.03,-6.83,-6.13,-6.97,-19.04,-8.14,-169.63,96.97,106.1,-1.04,1.04,-5.9,11.63,0.94,1.56,3.92,3.35,559.63,34.82,27.01,53.43,33.09,66.91,659.63,61.19,5.11,156.34,184.01,-22.09,31.71,95.81,1.02,3.22,30.23,1.49,5.79,3.44,9.35,6.12,1.72,2.25,1.06,0.32,0.0,0.0,137990.0,140.0,202.0,6.64,28361.0,33.09409249350753,-12.982748620491838,5.1995548392048505,357884.0,-33.002555421514835,-5.203111224718691,-3.8344486921625607,-363.22126160742874,-5.88235294117647,0.051650160809181604,0,1,1,1,1,0,1,0,1,1,0,0.045657691308892634,-33727372964.97947,-11083101741.383541,276218557595.5598,-3.1027333835365862,2,-638498.0,-0.0014960646082646,-1647487.0,-0.0063288776351565
39,케이비아이동국실업(주),001620,2018,0,-1.68,111957.44,6858.44,7.22,-1.55,-2.1,-1.81,-5.48,-2.12,-35.97,92.78,101.87,-1.05,1.05,-0.58,11.37,1.01,1.81,4.24,4.2,553.05,35.66,25.22,55.42,31.45,68.55,653.05,59.7,11.84,163.64,182.93,-24.07,29.95,95.24,1.16,3.61,24.42,1.72,6.89,4.46,12.65,7.9,1.8,2.35,1.24,2.74,0.0,0.0,138583.0,140.0,1690.0,3.55,31034.0,31.44844662117968,3.856324371970031,1.954189450951924,366919.0,-0.6853956514162907,-1.3080635486657972,8.12668721083802,-75.4002238333901,5.3977272727272725,0.05441954993485576,0,1,1,1,1,1,1,0,1,1,0,0.048574064837365746,-121815162562.47026,-7318850796.082268,100256692579.00539,-4.208697833276403,2,-131701.0,-0.0003230565935006,-221139.0,-0.0008499217561875
40,(주)신화다이나믹스,001770,2013,1,-0.56,4073.81,1374.42,4.44,-2.59,-0.84,-2.29,-5.14,-2.42,-32.91,95.56,101.06,-2.13,1.78,-0.71,5.26,1.71,2.83,4.39,4.11,520.89,72.04,35.52,257.63,46.32,53.68,620.89,135.18,12.23,153.71,45.84,18.75,40.83,88.14,0.88,1.98,12.68,1.59,6.52,1.89,3.27,2.43,3.35,4.38,0.69,0.85,0.48,0.0,30031.0,0.0,0.0,0.0,105.0,46.31869818851704,-12.770766824502388,-5.089438998726256,22768.0,-20.56726773664748,-5.858419449852728,-17.21229572486113,-447.6521739130435,0.0,0.001289530242554498,1,1,1,0,0,0,1,0,1,1,1,0.0,-172813510951.65387,709549021.3453484,146544434210.4649,0.9251894543133933,4,-9.0,-3.588254981486396e-06,-230.0,-1.247341283072221e-05
41,(주)신화다이나믹스,001770,2016,0,0.99,6723.81,600.42,7.6,0.82,0.88,0.83,1.46,0.88,9.49,92.4,99.14,-0.26,0.86,1.68,6.76,0.85,1.97,3.21,2.96,547.73,71.64,23.57,252.63,56.09,43.91,647.73,168.31,18.26,270.47,85.16,29.08,27.09,48.29,1.0,1.78,11.55,2.3,8.55,2.04,4.58,2.44,3.49,4.6,0.88,1.19,0.77,52.7,31663.0,0.0,0.0,0.24,105.0,56.09317974452554,0.8207206818737154,-2.729448289243904,19892.0,-36.86174181856945,-0.18012532663571557,22.629867859889533,-70.1863354037267,-2.3529411764705883,0.0014969206204379561,0,1,1,0,0,1,1,0,1,1,1,0.0,-273781927102.8183,-5718006620.532076,49067074723.21642,0.6123568082816124,3,50304.0,0.0074810098931066,22787.0,0.0009131012585826
42,(주)신화다이나믹스,001770,2017,1,-3.14,3168.29,565.87,10.91,-3.39,-2.56,-2.96,-5.46,-3.17,-34.22,89.09,102.95,-1.96,0.92,-2.15,7.21,0.88,1.76,3.11,3.07,506.4,70.04,36.6,233.81,52.44,47.56,606.4,158.22,19.54,136.16,73.14,25.77,26.34,50.23,0.87,1.61,10.09,1.91,5.27,1.76,4.11,2.17,2.99,4.07,0.76,0.89,0.33,0.0,24396.0,0.0,0.0,0.0,1625.0,48.32479662548961,-5.36610401459854,0.1994813484939158,19196.0,52.00067533344589,-18.472017485894373,-12.662666229564277,260.06944444444446,0.0,0.02448026514010244,0,1,1,0,0,1,1,1,1,1,1,0.0271749460852693,-195119402877.89835,-2177447893.438344,-30335258852.066097,0.6164845263245305,2,-3108.0,-0.0003700254503416,-3230.0,-0.000452105689945
43,(주)알루코,001780,2018,0,0.66,143420.17,14839.65,10.49,0.64,2.54,0.53,0.94,0.57,5.19,89.51,97.62,-3.36,2.93,2.96,12.61,2.79,4.05,4.82,6.21,448.52,35.02,45.88,53.89,37.72,62.28,548.52,67.86,5.09,77.22,33.09,-16.59,50.87,134.86,0.83,2.08,13.59,1.38,14.64,3.35,6.1,5.91,1.35,1.65,0.94,46.31,0.83,13.18,97813.0,9781.0,0.0,2.26,43128.0,37.71717459413272,55.85754608729155,88.59350734048692,483665.0,157.40234585171635,35.2994756525427,9.7650149776148,-74.74880197866749,-4.682274247491638,0.05794188614757931,0,1,1,1,0,1,1,1,1,1,1,0.06344529958862868,-185317952916.00342,-7916064550.146569,41366132214.34297,-0.9742198873328932,1,69960.0,0.0002307814367326,381558.0,4.839306707440276e-05
44,삼화콘덴서공업(주),001820,2014,1,-4.66,-4893.76,730.29,10.02,-3.71,-3.22,-5.16,-12.76,-5.57,-59.75,89.98,102.37,-0.69,0.45,-4.54,0.0,0.43,1.1,2.56,2.46,343.31,45.84,27.53,84.62,42.25,57.75,429.99,95.08,10.37,215.32,115.75,-2.37,29.58,70.0,1.39,3.25,15.6,2.44,8.94,4.2,10.84,5.02,2.58,3.06,1.48,1.17,1.06,0.0,26045.0,0.0,0.0,0.95,1992.0,42.253132924185074,-12.112011885920998,-15.339145597210113,58955.0,-15.158440916671815,-14.524672428212993,-7.763118219005843,-1792.112676056338,-4.810126582278481,0.01830142221895557,0,1,1,1,1,1,1,1,1,1,1,0.009849945923796878,-220990637684.9447,-2887692820.429961,171167423240.1712,-0.33527802345006646,1,-496412.0,-0.008538694790989,95729.0,0.0014427163597484
45,이화공영(주),001840,2018,1,0.7,18599.28,-540.08,3.62,0.25,0.82,0.59,1.11,0.72,4.79,96.38,99.97,0.32,-0.29,-0.08,9.86,-0.29,-1.43,0.0,0.0,332.91,69.14,0.37,224.01,56.08,43.92,432.83,182.37,30.13,3253.22,2682.37,31.23,0.0,0.0,2.32,4.37,18.83,4.94,9.25,3.25,1063.6,18.39,8.16,28.01,2.04,35.14,0.92,83.51,21543.0,0.0,111.0,3.32,121.0,56.07991417207452,-9.506162607594037,2.5247148288973382,23589.0,29.411764705882355,0.8398814285042112,-11.523553328873644,-71.06227106227107,-3.910614525139665,0.0015831065522294327,0,1,1,0,0,0,1,0,1,1,1,0.0,-354926324242.55334,4321136252.0289345,83836551810.685,0.1445989962690008,3,-11780.0,-0.0001077012936756,813604.0,0.0045477793751128
46,한국유리공업(주),002000,2013,1,-14.32,39869.42,-1765.62,12.2,-8.95,-3.28,-4.58,-5.86,-6.5,-41.98,87.8,107.57,0.67,-0.64,-4.91,15.34,-0.56,-1.57,14.67,14.49,597.09,31.91,32.49,46.87,78.44,21.56,697.09,178.39,42.72,76.25,55.48,14.02,1.88,2.4,0.51,0.65,4.72,2.43,9.07,2.34,4.95,6.49,0.76,1.2,1.04,-0.41,0.0,0.0,19621.0,0.0,137.0,77.18,10708.0,78.44153669202963,-3.7387057869866944,-3.8603884990587027,449221.0,-3.683854059306811,-4.942686963797153,-5.960649962519702,-37.80344044708348,-28.809523809523807,0.01691776839657221,1,0,1,1,1,1,1,0,1,1,0,0.0,-90452893868.25934,807426881.4280328,361319726774.2875,0.29128213101637324,3,-301.0,-1.1659485269799694e-05,3849.0,8.83676266126561e-05
47,(주)코오롱,002020,2013,0,0.73,469265.25,45660.54,10.99,-1.92,2.41,-2.22,-6.46,-3.16,-67.7,89.01,98.26,-2.4,2.03,0.13,7.17,1.98,3.07,6.7,6.8,891.4,47.15,10.94,89.21,21.92,78.08,991.4,85.89,7.15,385.17,372.68,-7.74,41.45,189.12,1.16,4.97,67.4,1.51,5.81,2.47,21.7,5.15,2.43,9.63,1.06,47.96,1.06,49.02,371715.0,21837.0,9509.0,16.14,715184.0,21.915804344941403,-3.617001723147616,83.6329979344583,1995459.0,-12.183318073365117,-9.168000421532401,-7.314294159341089,609.9297306340974,51.162790697674424,0.18942446464275658,0,1,1,0,1,1,1,0,1,1,1,0.0685818309653941,-68699197393.08908,468415349.65566295,138043062001.3463,-5.713317599470819,1,-46518.0,0.0037695689424667,-657387.0,-0.0099965785205735
48,(주)비비안,002070,2013,0,-3.13,35881.7,1926.41,55.5,-2.49,-2.98,-2.7,-4.03,-3.24,-81.72,44.5,102.86,-0.8,0.8,-1.84,14.89,0.76,2.34,4.5,4.76,1840.47,56.66,57.29,130.75,59.53,40.47,1900.38,155.13,7.23,31.48,18.44,20.14,22.26,37.39,1.09,1.73,35.19,2.94,19.68,3.94,3.65,7.93,2.55,3.6,1.2,-5.67,1.97,0.0,111633.0,0.0,0.0,0.0,612.0,61.74325262234328,5.877867181831207,-1.566660749156755,92644.0,4.923300325954305,1.4553357529156925,-6.557574540708765,436.54618473895584,2.027883396704689,0.002671450833518851,0,1,1,0,1,1,1,0,1,1,1,0.0,-473563018471.4128,2784185692.960514,151455385264.6828,1.1102984590004725,3,-58006.0,-0.0016398043475943,59440.0,0.0016737634657732
49,한국수출포장공업(주),002200,2017,1,-10.75,26627.56,527.19,7.16,-2.16,-2.26,-1.76,-2.39,-1.78,-26.36,92.84,102.81,-0.16,0.22,-1.58,8.26,0.21,0.67,1.64,1.99,984.6,24.8,25.66,32.97,72.52,27.48,1084.6,133.3,10.04,253.12,65.72,6.19,13.08,18.04,0.82,1.11,12.22,3.1,18.67,4.52,13.61,5.37,1.07,1.14,2.01,1.06,0.94,0.0,178522.0,0.0,0.0,4.58,8948.0,72.52011754597699,-0.18886623532199023,6.28504267740506,224943.0,12.765075228053549,-3.2060864326989584,7.063874529045824,2434.6153846153848,-0.6578947368421052,0.029914715646385863,0,1,1,1,1,1,1,0,1,1,1,0.06179686043219128,-294481757945.2217,2863503218.2303834,148456802097.82254,-0.12814696485623003,0,-22455.0,0.0007490593114602,-14008.0,-0.0008432334565619
50,동성제약(주),002210,2013,0,-1.08,12690.86,1740.76,51.83,-2.64,-1.45,-1.53,-3.2,-1.74,-9.27,48.17,102.62,-2.09,2.32,-0.19,15.65,2.16,2.55,4.68,4.72,201.29,62.28,16.03,165.11,48.37,51.63,282.45,150.13,13.83,348.01,71.37,20.8,30.52,63.09,0.58,1.21,3.51,1.1,6.56,1.08,6.18,1.62,1.54,2.34,0.55,41.53,0.89,0.0,31220.0,0.0,587.0,3.87,5672.0,48.37438036037454,-4.896957361150606,0.0683718183795879,47939.0,8.985482346877415,-2.231163130943672,-11.120700866624892,-162.28070175438597,0.6756756756756757,0.04462978991266032,0,1,1,0,1,1,1,0,1,1,1,0.012127747128901883,-244952649553.26898,2082988316.997031,162578282801.79724,0.1848612105788742,0,18780.0,0.0005589668819641,-54600.0,0.0002230661705204
